model_name,target,mae,rmse,mape,coverage_80
local_rich,load,20.29382071584321,27.05255905822164,4.21159439702895,0.6302305721605466
local_rich,pv,2.373205341250549,4.51418428848628,92496188.04895484,0.7965414175918019
centralized_rich,load,20.31159003846345,27.918083505389987,4.097733912571539,0.6892399658411614
centralized_rich,pv,2.808339489172456,5.546884984305737,91212354.23173496,0.7933390264731
federated_personalized,load,15.903556732966695,22.195818997379053,3.2308819852282094,0.7391118701964133
federated_personalized,pv,2.4966413049049194,4.982224846362943,84335766.1628037,0.7883859948761742
hybrid_personalized,load,15.692005039426151,21.93756768414775,3.1778660729802053,0.7304440649017934
hybrid_personalized,pv,2.5610447496966917,5.107500128544917,85102062.94158316,0.7707087959009393
